fetched_at,route_name,group,itinerary,origin,destination,depart,ret,price,currency,airlines,stops,duration_minutes,source,url
2026-09-17T13:52:28+00:00,台北-雪梨,台北-澳洲東岸,TPE>SYD>TPE,TPE,SYD,2026-12-24,2027-01-05,29584,TWD,Cebu Pacific,1,690,fast_flights,https://www.google.com/travel/flights/search?tfs=GhwSCjIwMjYtMTItMjQoAmoFEgNUUEVyBRIDU1lEGhwSCjIwMjctMDEtMDUoAmoFEgNTWURyBRIDVFBFQgEBSAGYAQE=&hl=&curr=TWD
2026-09-17T13:52:28+00:00,台北-雪梨,台北-澳洲東岸,TPE>SYD>TPE,TPE,SYD,2026-12-24,2027-01-05,34402,TWD,China Southern,1,700,fast_flights,https://www.google.com/travel/flights/search?tfs=GhwSCjIwMjYtMTItMjQoAmoFEgNUUEVyBRIDU1lEGhwSCjIwMjctMDEtMDUoAmoFEgNTWURyBRIDVFBFQgEBSAGYAQE=&hl=&curr=TWD
2026-09-17T13:52:28+00:00,台北-雪梨,台北-澳洲東岸,TPE>SYD>TPE,TPE,SYD,2026-12-24,2027-01-05,39790,TWD,Cathay Pacific,1,660,fast_flights,https://www.google.com/travel/flights/search?tfs=GhwSCjIwMjYtMTItMjQoAmoFEgNUUEVyBRIDU1lEGhwSCjIwMjctMDEtMDUoAmoFEgNTWURyBRIDVFBFQgEBSAGYAQE=&hl=&curr=TWD
2026-09-17T13:52:31+00:00,台北-雪梨,台北-澳洲東岸,TPE>SYD>TPE,TPE,SYD,2026-12-25,2027-01-06,23132,TWD,Cebu Pacific,1,690,fast_flights,https://www.google.com/travel/flights/search?tfs=GhwSCjIwMjYtMTItMjUoAmoFEgNUUEVyBRIDU1lEGhwSCjIwMjctMDEtMDYoAmoFEgNTWURyBRIDVFBFQgEBSAGYAQE=&hl=&curr=TWD
2026-09-17T13:52:31+00:00,台北-雪梨,台北-澳洲東岸,TPE>SYD>TPE,TPE,SYD,2026-12-25,2027-01-06,26756,TWD,Scoot,1,755,fast_flights,https://www.google.com/travel/flights/search?tfs=GhwSCjIwMjYtMTItMjUoAmoFEgNUUEVyBRIDU1lEGhwSCjIwMjctMDEtMDYoAmoFEgNTWURyBRIDVFBFQgEBSAGYAQE=&hl=&curr=TWD
2026-09-17T13:52:31+00:00,台北-雪梨,台北-澳洲東岸,TPE>SYD>TPE,TPE,SYD,2026-12-25,2027-01-06,26756,TWD,Scoot,1,755,fast_flights,https://www.google.com/travel/flights/search?tfs=GhwSCjIwMjYtMTItMjUoAmoFEgNUUEVyBRIDU1lEGhwSCjIwMjctMDEtMDYoAmoFEgNTWURyBRIDVFBFQgEBSAGYAQE=&hl=&curr=TWD
2026-09-17T13:52:34+00:00,台北-雪梨,台北-澳洲東岸,TPE>SYD>TPE,TPE,SYD,2026-12-26,2027-01-07,22146,TWD,Cebu Pacific,1,675,fast_flights,https://www.google.com/travel/flights/search?tfs=GhwSCjIwMjYtMTItMjYoAmoFEgNUUEVyBRIDU1lEGhwSCjIwMjctMDEtMDcoAmoFEgNTWURyBRIDVFBFQgEBSAGYAQE=&hl=&curr=TWD
2026-09-17T13:52:34+00:00,台北-雪梨,台北-澳洲東岸,TPE>SYD>TPE,TPE,SYD,2026-12-26,2027-01-07,27576,TWD,Scoot,1,755,fast_flights,https://www.google.com/travel/flights/search?tfs=GhwSCjIwMjYtMTItMjYoAmoFEgNUUEVyBRIDU1lEGhwSCjIwMjctMDEtMDcoAmoFEgNTWURyBRIDVFBFQgEBSAGYAQE=&hl=&curr=TWD
2026-09-17T13:52:34+00:00,台北-雪梨,台北-澳洲東岸,TPE>SYD>TPE,TPE,SYD,2026-12-26,2027-01-07,27576,TWD,Scoot,1,755,fast_flights,https://www.google.com/travel/flights/search?tfs=GhwSCjIwMjYtMTItMjYoAmoFEgNUUEVyBRIDU1lEGhwSCjIwMjctMDEtMDcoAmoFEgNTWURyBRIDVFBFQgEBSAGYAQE=&hl=&curr=TWD
2026-09-17T14:30:27+00:00,台北-雪梨,台北-澳洲東岸,TPE>SYD>TPE,TPE,SYD,2026-12-12,2026-12-24,33323,TWD,Scoot,1,755,fast_flights,https://www.google.com/travel/flights/search?tfs=GhwSCjIwMjYtMTItMTIoAmoFEgNUUEVyBRIDU1lEGhwSCjIwMjYtMTItMjQoAmoFEgNTWURyBRIDVFBFQgEBSAGYAQE=&hl=&curr=TWD
2026-09-17T14:30:27+00:00,台北-雪梨,台北-澳洲東岸,TPE>SYD>TPE,TPE,SYD,2026-12-12,2026-12-24,36440,TWD,Scoot,1,755,fast_flights,https://www.google.com/travel/flights/search?tfs=GhwSCjIwMjYtMTItMTIoAmoFEgNUUEVyBRIDU1lEGhwSCjIwMjYtMTItMjQoAmoFEgNTWURyBRIDVFBFQgEBSAGYAQE=&hl=&curr=TWD
2026-09-17T14:30:27+00:00,台北-雪梨,台北-澳洲東岸,TPE>SYD>TPE,TPE,SYD,2026-12-12,2026-12-24,37290,TWD,Cathay Pacific,1,685,fast_flights,https://www.google.com/travel/flights/search?tfs=GhwSCjIwMjYtMTItMTIoAmoFEgNUUEVyBRIDU1lEGhwSCjIwMjYtMTItMjQoAmoFEgNTWURyBRIDVFBFQgEBSAGYAQE=&hl=&curr=TWD
2026-09-17T14:30:29+00:00,台北-雪梨,台北-澳洲東岸,TPE>SYD>TPE,TPE,SYD,2026-12-13,2026-12-25,33323,TWD,Scoot,1,755,fast_flights,https://www.google.com/travel/flights/search?tfs=GhwSCjIwMjYtMTItMTMoAmoFEgNUUEVyBRIDU1lEGhwSCjIwMjYtMTItMjUoAmoFEgNTWURyBRIDVFBFQgEBSAGYAQE=&hl=&curr=TWD
2026-09-17T14:30:29+00:00,台北-雪梨,台北-澳洲東岸,TPE>SYD>TPE,TPE,SYD,2026-12-13,2026-12-25,33323,TWD,Scoot,1,755,fast_flights,https://www.google.com/travel/flights/search?tfs=GhwSCjIwMjYtMTItMTMoAmoFEgNUUEVyBRIDU1lEGhwSCjIwMjYtMTItMjUoAmoFEgNTWURyBRIDVFBFQgEBSAGYAQE=&hl=&curr=TWD
2026-09-17T14:30:29+00:00,台北-雪梨,台北-澳洲東岸,TPE>SYD>TPE,TPE,SYD,2026-12-13,2026-12-25,34423,TWD,China Southern,1,700,fast_flights,https://www.google.com/travel/flights/search?tfs=GhwSCjIwMjYtMTItMTMoAmoFEgNUUEVyBRIDU1lEGhwSCjIwMjYtMTItMjUoAmoFEgNTWURyBRIDVFBFQgEBSAGYAQE=&hl=&curr=TWD
2026-09-17T14:30:33+00:00,台北-雪梨,台北-澳洲東岸,TPE>SYD>TPE,TPE,SYD,2026-12-14,2026-12-26,29937,TWD,Scoot,1,755,fast_flights,https://www.google.com/travel/flights/search?tfs=GhwSCjIwMjYtMTItMTQoAmoFEgNUUEVyBRIDU1lEGhwSCjIwMjYtMTItMjYoAmoFEgNTWURyBRIDVFBFQgEBSAGYAQE=&hl=&curr=TWD
2026-09-17T14:30:33+00:00,台北-雪梨,台北-澳洲東岸,TPE>SYD>TPE,TPE,SYD,2026-12-14,2026-12-26,33054,TWD,Scoot,1,755,fast_flights,https://www.google.com/travel/flights/search?tfs=GhwSCjIwMjYtMTItMTQoAmoFEgNUUEVyBRIDU1lEGhwSCjIwMjYtMTItMjYoAmoFEgNTWURyBRIDVFBFQgEBSAGYAQE=&hl=&curr=TWD
2026-09-17T14:30:33+00:00,台北-雪梨,台北-澳洲東岸,TPE>SYD>TPE,TPE,SYD,2026-12-14,2026-12-26,35877,TWD,Cebu Pacific,1,675,fast_flights,https://www.google.com/travel/flights/search?tfs=GhwSCjIwMjYtMTItMTQoAmoFEgNUUEVyBRIDU1lEGhwSCjIwMjYtMTItMjYoAmoFEgNTWURyBRIDVFBFQgEBSAGYAQE=&hl=&curr=TWD
2026-09-17T14:30:37+00:00,台北-雪梨,台北-澳洲東岸,TPE>SYD>TPE,TPE,SYD,2026-12-15,2026-12-27,27577,TWD,Scoot,1,755,fast_flights,https://www.google.com/travel/flights/search?tfs=GhwSCjIwMjYtMTItMTUoAmoFEgNUUEVyBRIDU1lEGhwSCjIwMjYtMTItMjcoAmoFEgNTWURyBRIDVFBFQgEBSAGYAQE=&hl=&curr=TWD
2026-09-17T14:30:37+00:00,台北-雪梨,台北-澳洲東岸,TPE>SYD>TPE,TPE,SYD,2026-12-15,2026-12-27,28808,TWD,Scoot,1,755,fast_flights,https://www.google.com/travel/flights/search?tfs=GhwSCjIwMjYtMTItMTUoAmoFEgNUUEVyBRIDU1lEGhwSCjIwMjYtMTItMjcoAmoFEgNTWURyBRIDVFBFQgEBSAGYAQE=&hl=&curr=TWD
2026-09-17T14:30:37+00:00,台北-雪梨,台北-澳洲東岸,TPE>SYD>TPE,TPE,SYD,2026-12-15,2026-12-27,38053,TWD,Asiana Airlines,1,775,fast_flights,https://www.google.com/travel/flights/search?tfs=GhwSCjIwMjYtMTItMTUoAmoFEgNUUEVyBRIDU1lEGhwSCjIwMjYtMTItMjcoAmoFEgNTWURyBRIDVFBFQgEBSAGYAQE=&hl=&curr=TWD
2026-09-17T14:30:43+00:00,台北-雪梨,台北-澳洲東岸,TPE>SYD>TPE,TPE,SYD,2026-12-17,2026-12-29,32236,TWD,Cebu Pacific,1,675,fast_flights,https://www.google.com/travel/flights/search?tfs=GhwSCjIwMjYtMTItMTcoAmoFEgNUUEVyBRIDU1lEGhwSCjIwMjYtMTItMjkoAmoFEgNTWURyBRIDVFBFQgEBSAGYAQE=&hl=&curr=TWD
2026-09-17T14:30:43+00:00,台北-雪梨,台北-澳洲東岸,TPE>SYD>TPE,TPE,SYD,2026-12-17,2026-12-29,32736,TWD,Cebu Pacific,1,690,fast_flights,https://www.google.com/travel/flights/search?tfs=GhwSCjIwMjYtMTItMTcoAmoFEgNUUEVyBRIDU1lEGhwSCjIwMjYtMTItMjkoAmoFEgNTWURyBRIDVFBFQgEBSAGYAQE=&hl=&curr=TWD
2026-09-17T14:30:43+00:00,台北-雪梨,台北-澳洲東岸,TPE>SYD>TPE,TPE,SYD,2026-12-17,2026-12-29,36303,TWD,Korean Air/Asiana Airlines,1,765,fast_flights,https://www.google.com/travel/flights/search?tfs=GhwSCjIwMjYtMTItMTcoAmoFEgNUUEVyBRIDU1lEGhwSCjIwMjYtMTItMjkoAmoFEgNTWURyBRIDVFBFQgEBSAGYAQE=&hl=&curr=TWD
2026-09-17T14:30:47+00:00,台北-雪梨,台北-澳洲東岸,TPE>SYD>TPE,TPE,SYD,2026-12-18,2026-12-30,26793,TWD,Scoot,1,755,fast_flights,https://www.google.com/travel/flights/search?tfs=GhwSCjIwMjYtMTItMTgoAmoFEgNUUEVyBRIDU1lEGhwSCjIwMjYtMTItMzAoAmoFEgNTWURyBRIDVFBFQgEBSAGYAQE=&hl=&curr=TWD
2026-09-17T14:30:47+00:00,台北-雪梨,台北-澳洲東岸,TPE>SYD>TPE,TPE,SYD,2026-12-18,2026-12-30,32536,TWD,Cebu Pacific,1,675,fast_flights,https://www.google.com/travel/flights/search?tfs=GhwSCjIwMjYtMTItMTgoAmoFEgNUUEVyBRIDU1lEGhwSCjIwMjYtMTItMzAoAmoFEgNTWURyBRIDVFBFQgEBSAGYAQE=&hl=&curr=TWD
2026-09-17T14:30:47+00:00,台北-雪梨,台北-澳洲東岸,TPE>SYD>TPE,TPE,SYD,2026-12-18,2026-12-30,34423,TWD,China Southern,1,700,fast_flights,https://www.google.com/travel/flights/search?tfs=GhwSCjIwMjYtMTItMTgoAmoFEgNUUEVyBRIDU1lEGhwSCjIwMjYtMTItMzAoAmoFEgNTWURyBRIDVFBFQgEBSAGYAQE=&hl=&curr=TWD
2026-09-17T14:30:50+00:00,台北-雪梨,台北-澳洲東岸,TPE>SYD>TPE,TPE,SYD,2026-12-19,2026-12-31,25151,TWD,Scoot,1,755,fast_flights,https://www.google.com/travel/flights/search?tfs=GhwSCjIwMjYtMTItMTkoAmoFEgNUUEVyBRIDU1lEGhwSCjIwMjYtMTItMzEoAmoFEgNTWURyBRIDVFBFQgEBSAGYAQE=&hl=&curr=TWD
2026-09-17T14:30:50+00:00,台北-雪梨,台北-澳洲東岸,TPE>SYD>TPE,TPE,SYD,2026-12-19,2026-12-31,26793,TWD,Scoot,1,755,fast_flights,https://www.google.com/travel/flights/search?tfs=GhwSCjIwMjYtMTItMTkoAmoFEgNUUEVyBRIDU1lEGhwSCjIwMjYtMTItMzEoAmoFEgNTWURyBRIDVFBFQgEBSAGYAQE=&hl=&curr=TWD
2026-09-17T14:30:50+00:00,台北-雪梨,台北-澳洲東岸,TPE>SYD>TPE,TPE,SYD,2026-12-19,2026-12-31,29508,TWD,Cebu Pacific,1,675,fast_flights,https://www.google.com/travel/flights/search?tfs=GhwSCjIwMjYtMTItMTkoAmoFEgNUUEVyBRIDU1lEGhwSCjIwMjYtMTItMzEoAmoFEgNTWURyBRIDVFBFQgEBSAGYAQE=&hl=&curr=TWD
2026-09-17T14:30:53+00:00,台北-雪梨,台北-澳洲東岸,TPE>SYD>TPE,TPE,SYD,2026-12-20,2027-01-01,26793,TWD,Scoot,1,755,fast_flights,https://www.google.com/travel/flights/search?tfs=GhwSCjIwMjYtMTItMjAoAmoFEgNUUEVyBRIDU1lEGhwSCjIwMjctMDEtMDEoAmoFEgNTWURyBRIDVFBFQgEBSAGYAQE=&hl=&curr=TWD
2026-09-17T14:30:53+00:00,台北-雪梨,台北-澳洲東岸,TPE>SYD>TPE,TPE,SYD,2026-12-20,2027-01-01,30598,TWD,Cebu Pacific,1,690,fast_flights,https://www.google.com/travel/flights/search?tfs=GhwSCjIwMjYtMTItMjAoAmoFEgNUUEVyBRIDU1lEGhwSCjIwMjctMDEtMDEoAmoFEgNTWURyBRIDVFBFQgEBSAGYAQE=&hl=&curr=TWD
2026-09-17T14:30:53+00:00,台北-雪梨,台北-澳洲東岸,TPE>SYD>TPE,TPE,SYD,2026-12-20,2027-01-01,34227,TWD,Batik Air,1,795,fast_flights,https://www.google.com/travel/flights/search?tfs=GhwSCjIwMjYtMTItMjAoAmoFEgNUUEVyBRIDU1lEGhwSCjIwMjctMDEtMDEoAmoFEgNTWURyBRIDVFBFQgEBSAGYAQE=&hl=&curr=TWD
2026-09-17T14:30:56+00:00,台北-雪梨,台北-澳洲東岸,TPE>SYD>TPE,TPE,SYD,2026-12-21,2027-01-02,33362,TWD,Cebu Pacific,1,690,fast_flights,https://www.google.com/travel/flights/search?tfs=GhwSCjIwMjYtMTItMjEoAmoFEgNUUEVyBRIDU1lEGhwSCjIwMjctMDEtMDIoAmoFEgNTWURyBRIDVFBFQgEBSAGYAQE=&hl=&curr=TWD
2026-09-17T14:30:56+00:00,台北-雪梨,台北-澳洲東岸,TPE>SYD>TPE,TPE,SYD,2026-12-21,2027-01-02,42803,TWD,Asiana Airlines,1,775,fast_flights,https://www.google.com/travel/flights/search?tfs=GhwSCjIwMjYtMTItMjEoAmoFEgNUUEVyBRIDU1lEGhwSCjIwMjctMDEtMDIoAmoFEgNTWURyBRIDVFBFQgEBSAGYAQE=&hl=&curr=TWD
2026-09-17T14:30:56+00:00,台北-雪梨,台北-澳洲東岸,TPE>SYD>TPE,TPE,SYD,2026-12-21,2027-01-02,42803,TWD,Korean Air/Asiana Airlines,1,765,fast_flights,https://www.google.com/travel/flights/search?tfs=GhwSCjIwMjYtMTItMjEoAmoFEgNUUEVyBRIDU1lEGhwSCjIwMjctMDEtMDIoAmoFEgNTWURyBRIDVFBFQgEBSAGYAQE=&hl=&curr=TWD
2026-09-17T14:30:59+00:00,台北-雪梨,台北-澳洲東岸,TPE>SYD>TPE,TPE,SYD,2026-12-22,2027-01-03,36303,TWD,Asiana Airlines,1,775,fast_flights,https://www.google.com/travel/flights/search?tfs=GhwSCjIwMjYtMTItMjIoAmoFEgNUUEVyBRIDU1lEGhwSCjIwMjctMDEtMDMoAmoFEgNTWURyBRIDVFBFQgEBSAGYAQE=&hl=&curr=TWD
2026-09-17T14:30:59+00:00,台北-雪梨,台北-澳洲東岸,TPE>SYD>TPE,TPE,SYD,2026-12-22,2027-01-03,36303,TWD,Korean Air/Asiana Airlines,1,765,fast_flights,https://www.google.com/travel/flights/search?tfs=GhwSCjIwMjYtMTItMjIoAmoFEgNUUEVyBRIDU1lEGhwSCjIwMjctMDEtMDMoAmoFEgNTWURyBRIDVFBFQgEBSAGYAQE=&hl=&curr=TWD
2026-09-17T14:30:59+00:00,台北-雪梨,台北-澳洲東岸,TPE>SYD>TPE,TPE,SYD,2026-12-22,2027-01-03,36315,TWD,Korean Air,1,755,fast_flights,https://www.google.com/travel/flights/search?tfs=GhwSCjIwMjYtMTItMjIoAmoFEgNUUEVyBRIDU1lEGhwSCjIwMjctMDEtMDMoAmoFEgNTWURyBRIDVFBFQgEBSAGYAQE=&hl=&curr=TWD
2026-09-17T14:31:02+00:00,台北-雪梨,台北-澳洲東岸,TPE>SYD>TPE,TPE,SYD,2026-12-23,2027-01-04,30598,TWD,Cebu Pacific,1,675,fast_flights,https://www.google.com/travel/flights/search?tfs=GhwSCjIwMjYtMTItMjMoAmoFEgNUUEVyBRIDU1lEGhwSCjIwMjctMDEtMDQoAmoFEgNTWURyBRIDVFBFQgEBSAGYAQE=&hl=&curr=TWD
2026-09-17T14:31:02+00:00,台北-雪梨,台北-澳洲東岸,TPE>SYD>TPE,TPE,SYD,2026-12-23,2027-01-04,31898,TWD,Cebu Pacific,1,690,fast_flights,https://www.google.com/travel/flights/search?tfs=GhwSCjIwMjYtMTItMjMoAmoFEgNUUEVyBRIDU1lEGhwSCjIwMjctMDEtMDQoAmoFEgNTWURyBRIDVFBFQgEBSAGYAQE=&hl=&curr=TWD
2026-09-17T14:31:02+00:00,台北-雪梨,台北-澳洲東岸,TPE>SYD>TPE,TPE,SYD,2026-12-23,2027-01-04,35886,TWD,China Southern,1,700,fast_flights,https://www.google.com/travel/flights/search?tfs=GhwSCjIwMjYtMTItMjMoAmoFEgNUUEVyBRIDU1lEGhwSCjIwMjctMDEtMDQoAmoFEgNTWURyBRIDVFBFQgEBSAGYAQE=&hl=&curr=TWD
2026-09-17T14:31:06+00:00,台北-雪梨,台北-澳洲東岸,TPE>SYD>TPE,TPE,SYD,2026-12-24,2027-01-05,29584,TWD,Cebu Pacific,1,690,fast_flights,https://www.google.com/travel/flights/search?tfs=GhwSCjIwMjYtMTItMjQoAmoFEgNUUEVyBRIDU1lEGhwSCjIwMjctMDEtMDUoAmoFEgNTWURyBRIDVFBFQgEBSAGYAQE=&hl=&curr=TWD
2026-09-17T14:31:06+00:00,台北-雪梨,台北-澳洲東岸,TPE>SYD>TPE,TPE,SYD,2026-12-24,2027-01-05,34402,TWD,China Southern,1,700,fast_flights,https://www.google.com/travel/flights/search?tfs=GhwSCjIwMjYtMTItMjQoAmoFEgNUUEVyBRIDU1lEGhwSCjIwMjctMDEtMDUoAmoFEgNTWURyBRIDVFBFQgEBSAGYAQE=&hl=&curr=TWD
2026-09-17T14:31:06+00:00,台北-雪梨,台北-澳洲東岸,TPE>SYD>TPE,TPE,SYD,2026-12-24,2027-01-05,39790,TWD,Cathay Pacific,1,660,fast_flights,https://www.google.com/travel/flights/search?tfs=GhwSCjIwMjYtMTItMjQoAmoFEgNUUEVyBRIDU1lEGhwSCjIwMjctMDEtMDUoAmoFEgNTWURyBRIDVFBFQgEBSAGYAQE=&hl=&curr=TWD
2026-09-17T14:31:09+00:00,台北-雪梨,台北-澳洲東岸,TPE>SYD>TPE,TPE,SYD,2026-12-25,2027-01-06,23132,TWD,Cebu Pacific,1,690,fast_flights,https://www.google.com/travel/flights/search?tfs=GhwSCjIwMjYtMTItMjUoAmoFEgNUUEVyBRIDU1lEGhwSCjIwMjctMDEtMDYoAmoFEgNTWURyBRIDVFBFQgEBSAGYAQE=&hl=&curr=TWD
2026-09-17T14:31:09+00:00,台北-雪梨,台北-澳洲東岸,TPE>SYD>TPE,TPE,SYD,2026-12-25,2027-01-06,26756,TWD,Scoot,1,755,fast_flights,https://www.google.com/travel/flights/search?tfs=GhwSCjIwMjYtMTItMjUoAmoFEgNUUEVyBRIDU1lEGhwSCjIwMjctMDEtMDYoAmoFEgNTWURyBRIDVFBFQgEBSAGYAQE=&hl=&curr=TWD
2026-09-17T14:31:09+00:00,台北-雪梨,台北-澳洲東岸,TPE>SYD>TPE,TPE,SYD,2026-12-25,2027-01-06,26756,TWD,Scoot,1,755,fast_flights,https://www.google.com/travel/flights/search?tfs=GhwSCjIwMjYtMTItMjUoAmoFEgNUUEVyBRIDU1lEGhwSCjIwMjctMDEtMDYoAmoFEgNTWURyBRIDVFBFQgEBSAGYAQE=&hl=&curr=TWD
2026-09-17T14:31:13+00:00,台北-雪梨,台北-澳洲東岸,TPE>SYD>TPE,TPE,SYD,2026-12-26,2027-01-07,22146,TWD,Cebu Pacific,1,675,fast_flights,https://www.google.com/travel/flights/search?tfs=GhwSCjIwMjYtMTItMjYoAmoFEgNUUEVyBRIDU1lEGhwSCjIwMjctMDEtMDcoAmoFEgNTWURyBRIDVFBFQgEBSAGYAQE=&hl=&curr=TWD
2026-09-17T14:31:13+00:00,台北-雪梨,台北-澳洲東岸,TPE>SYD>TPE,TPE,SYD,2026-12-26,2027-01-07,27576,TWD,Scoot,1,755,fast_flights,https://www.google.com/travel/flights/search?tfs=GhwSCjIwMjYtMTItMjYoAmoFEgNUUEVyBRIDU1lEGhwSCjIwMjctMDEtMDcoAmoFEgNTWURyBRIDVFBFQgEBSAGYAQE=&hl=&curr=TWD
2026-09-17T14:31:13+00:00,台北-雪梨,台北-澳洲東岸,TPE>SYD>TPE,TPE,SYD,2026-12-26,2027-01-07,27576,TWD,Scoot,1,755,fast_flights,https://www.google.com/travel/flights/search?tfs=GhwSCjIwMjYtMTItMjYoAmoFEgNUUEVyBRIDU1lEGhwSCjIwMjctMDEtMDcoAmoFEgNTWURyBRIDVFBFQgEBSAGYAQE=&hl=&curr=TWD
